,Mat,Inn,NO,Runs,Avg,100,50
30,3.8988158481665014,4.512593215582568,0.5346058929162483,4.485124932865997,1.1977064020726786,3.4247393480869968,5.55819911905638
31,4.01882421237975,4.340654219324734,3.2574423587772245,4.484482639924253,1.53992788952401,4.832930064652528,5.55819911905638
32,3.498787967455673,3.7757118030489947,1.3354401475812412,4.464571558730202,1.7165141770488976,5.06762851741345,3.469912063076663
33,3.8588130600954185,3.9230880855557095,1.815940700380237,4.418326466924664,1.6336965770856753,4.832930064652528,4.514055591066522
34,3.6187963316689213,3.8493999443023523,1.9761075513132356,4.375935132769587,1.6788698134292508,4.128834706369762,3.991983827071592
35,2.8987461463894304,3.1370812455198984,1.3354401475812412,4.357950930400766,2.1969931454305667,5.302326970174372,3.86146588607286
36,3.45878517938459,3.8739626580534714,1.4956069985142397,4.354739465692048,1.5946833275162235,4.128834706369762,4.775091473063986
37,3.698801907811087,3.603772806791161,1.6557738494472383,4.348316536274612,1.8123361935352704,4.128834706369762,4.644573532065254
38,3.9388186362375843,4.266966078071377,3.417609209710223,4.330332333905792,1.5125501705279036,3.8941362536088406,4.644573532065254
39,3.578793543597839,3.9722135130579477,2.61677495504523,4.288583292692459,1.6056344151146658,4.598231611891606,3.7309479450741274
40,2.8587433583183475,3.333582955528851,1.3354401475812412,4.248118837362612,1.9314292711683334,3.6594378008479187,5.4276811780576475
41,3.3387768151713417,3.6283355205422803,1.815940700380237,4.203158331440561,1.7165141770488976,4.598231611891606,3.991983827071592
42,2.6987322060340158,2.744077825501993,1.9761075513132356,4.177466613770817,2.6186100179706076,4.832930064652528,2.686804417084269
43,3.418782391313507,3.7757118030489947,1.1752732966482426,4.154986360809792,1.5050212978039745,3.1900408953260753,4.383537650067789
44,3.818810272024336,3.9230880855557095,2.1362744022462343,4.153701774926305,1.5043368548290719,3.4247393480869968,4.122501768070324
45,2.6587294179629333,2.768640539253112,1.015106445715244,4.147278845508869,2.3804238627044807,6.006422328457137,2.4257685350868043
46,3.73880469588217,3.9476507993068286,1.015106445715244,4.128010057256561,1.35991938712461,1.7818501787605443,5.55819911905638
47,2.178695961109939,2.498450687990802,1.9761075513132356,4.1228717137226125,2.9190804839528766,5.771723875696215,3.2088761810791984
48,3.218768450958093,3.554647379288923,2.61677495504523,4.10103375370333,1.8075450927109518,4.128834706369762,3.86146588607286
49,2.7787377821761816,3.014267676764303,2.4566081041122314,4.088187894868459,2.304450692490285,5.302326970174372,3.6004300040753954
50,2.6187266298918503,3.063393104266541,0.3744390419832496,4.0740574501501,1.9177404116702803,5.06762851741345,3.469912063076663
51,3.298774027100259,3.6774609480445184,0.3744390419832496,4.041300510121177,1.418097039991336,4.598231611891606,3.078358240080466
52,1.3786401996882818,1.2703150004348471,1.015106445715244,4.01496649950969,5.458363920841757,6.475819233978981,1.251107066098214
53,3.698801907811087,3.9230880855557095,1.6557738494472383,4.000193761849587,1.3606038300995127,2.9553424425651533,3.6004300040753954
54,2.458715477607519,2.6949523979997547,1.815940700380237,3.9989091759660997,2.4967791684379335,4.128834706369762,3.86146588607286
55,3.9388186362375843,3.8493999443023523,2.937108656911227,3.93275300296651,1.5015990829294614,3.6594378008479187,4.122501768070324
56,2.5787238418207674,2.5230134017419212,1.815940700380237,3.8929308405784075,2.633667763418466,4.363533159130684,4.122501768070324
57,3.298774027100259,3.7020236617956375,3.8981097625092187,3.853108678190305,1.6747631555798348,3.4247393480869968,4.644573532065254
58,3.3387768151713417,3.6283355205422803,0.8549395947822455,3.666201432142921,1.2627284846884317,2.48594553704331,3.6004300040753954
59,2.418712689536436,2.6703896842486357,1.4956069985142397,3.6186717544538953,2.1388154925638405,4.598231611891606,3.6004300040753954
60,3.0187545106026787,3.2107693867732556,1.1752732966482426,3.607110481502511,1.5590922928212847,4.363533159130684,2.4257685350868043
61,2.458715477607519,2.6703896842486357,1.9761075513132356,3.5261815708428186,2.144291036363062,4.128834706369762,3.3393941220779304
62,2.458715477607519,2.6703896842486357,0.3744390419832496,3.5210432273088696,1.8711982893768992,3.1900408953260753,3.2088761810791984
63,3.258771239029176,2.916016821759827,0.8549395947822455,3.5133357120079465,1.7000875456512334,4.832930064652528,2.2952505940880723
64,2.8987461463894304,3.0879558180176603,0.5346058929162483,3.4825056508042542,1.4892791093812134,2.9553424425651533,2.947840299081734
65,2.458715477607519,2.6703896842486357,1.015106445715244,3.4709443778528697,1.9314292711683334,4.598231611891606,2.686804417084269
66,2.938748934460513,3.1125185317687794,1.015106445715244,3.426626164872562,1.4879102234314079,2.9553424425651533,4.122501768070324
67,2.7387349941050987,2.8914541080087077,1.3354401475812412,3.342485789504152,1.656283195257463,3.4247393480869968,3.078358240080466
68,2.378709901465353,2.8914541080087077,0.6947727438492468,3.3013790412325625,1.536505674649497,3.4247393480869968,3.6004300040753954
69,2.7787377821761816,3.0879558180176603,0.6947727438492468,3.273760444737588,1.3564971722500965,3.1900408953260753,3.6004300040753954
70,2.3387071133942703,2.81776596675535,1.015106445715244,3.262841464727947,1.615216616763303,2.9553424425651533,3.3393941220779304
71,2.418712689536436,2.5230134017419212,1.815940700380237,3.2512801917765626,2.044362362027273,3.6594378008479187,3.2088761810791984
72,3.418782391313507,3.0879558180176603,2.937108656911227,3.2262307670485626,1.6083721870142764,3.1900408953260753,3.3393941220779304
73,3.1387628748159275,3.505521951786685,1.9761075513132356,3.223661595281588,1.162799810352643,2.9553424425651533,3.86146588607286
74,3.378779603242424,3.554647379288923,1.815940700380237,3.222377009398101,1.1135199161596512,2.7206439898042314,3.078358240080466
75,2.2987043253231874,2.3510744054840873,0.6947727438492468,3.208246564679742,2.0046646694829184,3.8941362536088406,2.686804417084269
76,2.5787238418207674,2.916016821759827,0.8549395947822455,3.1947584129031266,1.4543725176611773,3.8941362536088406,1.9036967710918755
77,2.6587294179629333,3.014267676764303,2.7769418059782285,3.185124018776973,1.6206921605625244,1.7818501787605443,3.991983827071592
78,3.1387628748159275,2.6703896842486357,2.61677495504523,3.099056764583332,1.875989390201218,3.6594378008479187,2.947840299081734
79,5.1789050664411524,4.365216933075853,3.2574423587772245,3.0637306527874344,0.6919030436196107,0.843056367716857,4.122501768070324
80,2.8987461463894304,3.1370812455198984,1.815940700380237,3.055380844544768,1.2887373177347332,3.4247393480869968,1.7731788300931433
81,2.7787377821761816,2.866891394257588,1.1752732966482426,3.048957915127332,1.4228881408156546,3.4247393480869968,2.556286476085537
82,2.5387210537496845,2.5475761154930403,2.61677495504523,3.029689126875024,1.9553847752899267,2.9553424425651533,3.469912063076663
83,2.378709901465353,2.5230134017419212,1.1752732966482426,3.0181278539236396,1.7226741638230214,3.6594378008479187,1.9036967710918755
84,1.7386652923280275,1.8106947029594673,0.5346058929162483,2.9962898939043576,2.515259128760305,3.1900408953260753,3.2088761810791984
85,2.2587015372521044,2.3756371192352064,1.6557738494472383,2.9622483679919474,1.9211626265447934,3.1900408953260753,3.86146588607286
86,2.2987043253231874,2.6458269704975166,1.015106445715244,2.954540852691024,1.5214479292016385,2.9553424425651533,2.947840299081734
87,2.5787238418207674,2.940579535510946,0.5346058929162483,2.947475630331845,1.2066041607464133,2.48594553704331,2.556286476085537
88,2.2587015372521044,2.5230134017419212,0.5346058929162483,2.933345185613486,1.5495100911726474,2.9553424425651533,2.2952505940880723
89,4.538860457303827,3.8248372305512333,1.815940700380237,2.8922384373418963,0.7432362667373105,1.5471517259996224,3.078358240080466
90,1.9786820207545246,2.3265116917329682,1.3354401475812412,2.883246336157486,1.845189456330598,2.7206439898042314,3.078358240080466
91,2.2987043253231874,2.5475761154930403,2.61677495504523,2.875538820856563,1.8089139786607566,2.016548631521466,4.644573532065254
92,3.378779603242424,3.2598948142754938,0.3744390419832496,2.861408376138204,0.9136625674880735,2.9553424425651533,2.4257685350868043
93,2.378709901465353,2.424762546737445,0.8549395947822455,2.8215862137501015,1.5981055423907367,2.48594553704331,2.686804417084269
94,3.0187545106026787,3.1125185317687794,1.3354401475812412,2.800390546672563,1.060817807092146,0.6083579149559352,4.514055591066522
95,2.418712689536436,2.3510744054840873,1.1752732966482426,2.7727719501775887,1.6836609142535695,2.48594553704331,2.16473265308934
96,2.458715477607519,2.3265116917329682,1.4956069985142397,2.657159220663743,1.6555987522825606,2.251247084282388,2.16473265308934
97,2.8987461463894304,2.842328680506469,1.9761075513132356,2.653305463013281,1.2250841210687855,1.077754820477779,3.86146588607286
98,1.7786680803991104,2.0317591267195394,0.5346058929162483,2.648809412421076,1.8219183951839077,2.016548631521466,3.078358240080466
99,1.8186708684701933,2.0563218404706585,2.4566081041122314,2.600637441790307,2.145659922312867,2.48594553704331,3.078358240080466
100,1.9386792326834419,2.252823550479611,1.1752732966482426,2.5640267441109224,1.5919455556166129,1.5471517259996224,3.6004300040753954
101,2.5387210537496845,2.6703896842486357,1.015106445715244,2.5415464911498966,1.1518487227542005,2.251247084282388,2.686804417084269
102,2.458715477607519,2.719515111750874,1.015106445715244,2.5120010158296915,1.088195526088253,2.9553424425651533,1.9036967710918755
103,1.4586457758304476,1.3685658554393236,0.8549395947822455,2.447129428713589,2.7746630162484145,3.4247393480869968,2.556286476085537
104,2.098690384967773,2.1300099817240157,1.3354401475812412,2.4464871357718456,1.643963221709215,2.9553424425651533,2.16473265308934
105,2.6187266298918503,2.5230134017419212,3.417609209710223,2.4407064992961534,1.552247863072258,2.251247084282388,2.16473265308934
106,1.9386792326834419,1.9089455579639438,0.8549395947822455,2.4355681557622044,1.819180623284297,2.7206439898042314,2.4257685350868043
107,3.818810272024336,3.579210093040042,3.097275507844226,2.431714398111743,0.6713697543725308,1.077754820477779,2.556286476085537
108,2.218698749181022,2.301948977981849,0.3744390419832496,2.429787519286512,1.2894217607096357,2.48594553704331,2.947840299081734
109,1.7786680803991104,1.8106947029594673,0.6947727438492468,2.4130879028011787,1.8958382364733952,1.7818501787605443,3.078358240080466
110,1.2186290474039503,1.2948777141859662,0.21427219105025105,2.38290013453923,2.6295611055690498,3.1900408953260753,2.034214712090608
111,1.858673656541276,2.3510744054840873,0.05410534011725243,2.3610621745199483,1.1395287492059527,1.7818501787605443,2.686804417084269
112,2.098690384967773,2.3510744054840873,0.3744390419832496,2.3572084168694865,1.178541998775404,1.7818501787605443,2.4257685350868043
113,2.458715477607519,2.6949523979997547,1.6557738494472383,2.353354659219025,1.0512356054435086,2.016548631521466,2.2952505940880723
114,1.9786820207545246,1.982633699217301,1.6557738494472383,2.351427780393794,1.7918029042881902,2.7206439898042314,2.556286476085537
115,1.9386792326834419,1.982633699217301,1.015106445715244,2.346931729801589,1.6590209671570737,2.48594553704331,2.2952505940880723
116,3.0987600867448446,2.965142249262065,1.815940700380237,2.3405088003841534,0.8595915724707631,0.843056367716857,3.469912063076663
117,2.0586875968966902,2.0808845542217775,1.015106445715244,2.333443578024974,1.5269234730008596,2.251247084282388,2.686804417084269
118,4.058827000450833,3.7757118030489947,3.097275507844226,2.319313133306615,0.4927301379229358,0.6083579149559352,2.4257685350868043
119,1.6586597161858618,1.982633699217301,0.5346058929162483,2.305182688588256,1.5262390300259572,1.5471517259996224,2.947840299081734
120,1.618656928114779,2.0563218404706585,-0.4263952126817434,2.300686637996051,1.285999545835122,1.7818501787605443,3.078358240080466
121,2.138693173038856,2.5230134017419212,0.5346058929162483,2.275637213268051,0.9848446368779504,1.5471517259996224,2.556286476085537
122,2.0186848088256073,2.1300099817240157,1.015106445715244,2.257010717957487,1.394141535869743,2.016548631521466,2.16473265308934
123,1.7786680803991104,2.0563218404706585,1.815940700380237,2.2422379802973844,1.6070033010644713,1.7818501787605443,3.2088761810791984
124,2.0586875968966902,2.473887974239683,0.8549395947822455,2.225538363812051,1.0190667856230835,1.077754820477779,2.2952505940880723
125,1.5386513519726133,1.7370065617061101,0.3744390419832496,2.211407919093692,1.7000875456512334,2.016548631521466,2.8173223580830014
126,1.618656928114779,1.8598201304617057,0.21427219105025105,2.1895699590744098,1.4892791093812134,1.7818501787605443,2.4257685350868043
127,2.3387071133942703,2.1545726954751347,0.6947727438492468,2.1638782414046664,1.2250841210687855,2.016548631521466,1.7731788300931433
128,1.8186708684701933,1.8843828442128248,1.1752732966482426,2.1625936555211793,1.61179440188879,2.251247084282388,2.4257685350868043
129,2.458715477607519,2.3265116917329682,2.7769418059782285,2.1542438472785124,1.3681327028234418,1.3124532732387006,3.2088761810791984
130,1.4986485639015303,1.5405048516971571,-0.26622836174874476,2.124056079016564,1.733625251421464,2.251247084282388,2.8173223580830014
131,2.098690384967773,2.3265116917329682,0.5346058929162483,2.109925634298205,0.9957957244763933,1.077754820477779,2.2952505940880723
132,1.7386652923280275,1.8843828442128248,-0.4263952126817434,2.0790955730945124,1.238088537591936,2.48594553704331,1.5121429480956785
133,1.8186708684701933,1.9089455579639438,0.21427219105025105,2.0463386330655897,1.2818928879857063,1.5471517259996224,2.034214712090608
134,2.138693173038856,2.424762546737445,0.5346058929162483,2.0373465318811794,0.8520626997468339,1.3124532732387006,2.686804417084269
135,1.4986485639015303,1.687881134203872,0.6947727438492468,2.0360619459976923,1.6282210332864537,2.48594553704331,1.5121429480956785
136,1.5386513519726133,1.8843828442128248,0.5346058929162483,2.002020420085282,1.314746150781034,0.843056367716857,2.686804417084269
137,1.338637411617199,1.4422539966926808,0.8549395947822455,2.000735834201795,2.0046646694829184,1.7818501787605443,2.4257685350868043
138,1.4986485639015303,1.7615692754572292,0.5346058929162483,1.9917437330173846,1.4482125308870535,2.251247084282388,1.9036967710918755
139,2.458715477607519,2.498450687990802,0.8549395947822455,1.991101440075641,0.7925161609303022,0.843056367716857,2.947840299081734
140,1.3786401996882818,1.5896302791993955,0.3744390419832496,1.984678510658205,1.6350654630354804,1.7818501787605443,2.034214712090608
141,2.4987182656786016,2.27738626423073,1.6557738494472383,1.9814670459494872,1.0676622368411728,2.251247084282388,1.1205891250994817
142,2.8187405702472645,2.4001998329863254,3.417609209710223,1.9666943082893846,1.1977064020726786,1.077754820477779,1.9036967710918755
143,1.7786680803991104,1.9089455579639438,1.6557738494472383,1.961555964755436,1.4441058730376375,1.7818501787605443,2.2952505940880723
144,1.058617895119619,1.1229387179281327,0.5346058929162483,1.9609136718136924,2.497463611412836,3.1900408953260753,1.3816250070969462
145,1.6986625042569448,2.0071964129684203,0.05410534011725243,1.9538484494545127,1.0628711360168541,1.5471517259996224,2.16473265308934
146,3.6187963316689213,3.1370812455198984,5.659945122772204,1.9499946918040514,0.8294760815750462,0.1389610094340916,1.6426608890944108
147,1.6586597161858618,1.982633699217301,-0.10606151081574618,1.9178800447168718,1.0265956583470128,0.6083579149559352,2.686804417084269
148,2.0186848088256073,2.0317591267195394,0.8549395947822455,1.9069610647072308,1.1100977012851376,1.077754820477779,2.556286476085537
149,1.6986625042569448,1.8598201304617057,0.8549395947822455,1.8761310035035386,1.2586218268390157,2.48594553704331,1.251107066098214
150,1.9386792326834419,1.8598201304617057,1.9761075513132356,1.875488710561795,1.4680613771592308,2.251247084282388,0.9900711841007493
151,1.4986485639015303,1.8843828442128248,0.6947727438492468,1.8671389023191283,1.1942841871981655,2.016548631521466,1.1205891250994817
152,1.5786541400436962,1.7615692754572292,0.5346058929162483,1.861358265843436,1.299003962358273,2.016548631521466,2.034214712090608
153,3.1387628748159275,2.989704963013184,1.4956069985142397,1.8549353364260002,0.43249915613150147,0.3736594621950134,1.6426608890944108
154,1.3786401996882818,1.491379424194919,1.1752732966482426,1.853650750542513,1.804122877836438,2.251247084282388,1.3816250070969462
155,1.6586597161858618,1.6141929929505148,0.6947727438492468,1.853650750542513,1.507759069703585,2.48594553704331,1.3816250070969462
156,1.9786820207545246,1.9089455579639438,1.815940700380237,1.8440163564163592,1.3373327689528218,1.5471517259996224,1.9036967710918755
157,1.2986346235461161,1.4668167104438,1.015106445715244,1.8414471846493847,1.7870118034638716,2.251247084282388,0.9900711841007493
158,1.618656928114779,1.5896302791993955,0.05410534011725243,1.833097376406718,1.3852437771960084,1.5471517259996224,2.16473265308934
159,1.618656928114779,1.7370065617061101,0.5346058929162483,1.8176823458048719,1.2771017871613877,2.251247084282388,1.1205891250994817
160,1.2586318354750332,1.4176912829415618,-0.10606151081574618,1.8041941940282566,1.5481412052228425,2.251247084282388,1.6426608890944108
161,1.1386234712617846,1.245752286683728,-0.10606151081574618,1.7907060422516412,1.7993317770121193,2.48594553704331,1.1205891250994817
162,1.338637411617199,1.3440031416882046,0.8549395947822455,1.7855676987176925,1.8780427191259261,1.3124532732387006,2.2952505940880723
163,1.4586457758304476,1.712443847954991,0.21427219105025105,1.7733641328245644,1.1977064020726786,1.5471517259996224,1.7731788300931433
164,1.6586597161858618,2.0563218404706585,0.5346058929162483,1.7669412034071283,0.8965514931155069,1.5471517259996224,1.7731788300931433
165,0.9786123189774533,1.2703150004348471,0.8549395947822455,1.7508838798635387,1.963598090988759,1.5471517259996224,2.2952505940880723
166,1.9786820207545246,2.3265116917329682,0.3744390419832496,1.7418917786791284,0.6398853775270082,1.077754820477779,1.5121429480956785
167,1.7386652923280275,2.1054472679728966,0.5346058929162483,1.736111142203436,0.8233160948009219,1.3124532732387006,2.034214712090608
168,1.618656928114779,1.958070985466182,0.21427219105025105,1.7232652833685644,0.8958670501406044,1.077754820477779,2.4257685350868043
169,1.2586318354750332,1.491379424194919,-0.26622836174874476,1.712988596300667,1.3017417342578836,1.3124532732387006,2.034214712090608
170,1.898676444612359,2.1054472679728966,0.3744390419832496,1.6943621009901029,0.7617162270596823,1.077754820477779,1.9036967710918755
171,1.6586597161858618,2.0563218404706585,0.3744390419832496,1.6885814645144106,0.7966228187797181,1.7818501787605443,1.251107066098214
172,2.5387210537496845,2.1300099817240157,1.1752732966482426,1.6551822315437439,0.8041516915036475,0.843056367716857,1.6426608890944108
173,1.7786680803991104,1.8598201304617057,0.21427219105025105,1.6538976456602568,0.912978124513171,0.843056367716857,2.4257685350868043
174,1.6986625042569448,1.5650675654482764,0.05410534011725243,1.6506861809515387,1.1963375161228735,2.48594553704331,1.1205891250994817
175,1.858673656541276,1.712443847954991,0.5346058929162483,1.630132806815744,1.0868266401384474,0.843056367716857,2.556286476085537
176,1.6586597161858618,1.663318420452753,1.6557738494472383,1.6230675844565645,1.3489682995261671,1.3124532732387006,2.034214712090608
177,1.9386792326834419,2.0563218404706585,1.4956069985142397,1.619213826806103,0.8753337608935242,0.6083579149559352,1.9036967710918755
178,1.618656928114779,1.6141929929505148,0.5346058929162483,1.6108640185634364,1.1771731128255989,0.843056367716857,1.6426608890944108
179,1.058617895119619,1.221189572932609,0.3744390419832496,1.6057256750294877,1.7021408745759417,1.5471517259996224,1.251107066098214
180,1.4986485639015303,1.5650675654482764,1.015106445715244,1.5819608361849749,1.2955817474837594,1.3124532732387006,1.5121429480956785
181,1.338637411617199,1.221189572932609,-0.26622836174874476,1.5781070785345133,1.5015990829294614,1.7818501787605443,1.5121429480956785
182,1.6986625042569448,1.5405048516971571,1.1752732966482426,1.558195997340462,1.3304883392037956,1.7818501787605443,1.251107066098214
183,1.2186290474039503,1.491379424194919,0.6947727438492468,1.5530576538065133,1.290106203684538,1.5471517259996224,1.251107066098214
184,4.698871609588158,4.19327793681802,4.058276613442217,1.5498461890977955,-0.11094856594121312,-0.09573744332683022,1.1205891250994817
185,5.098899490298987,4.19327793681802,2.1362744022462343,1.547277017330821,-0.196503937804046,-0.33043589608775203,1.1205891250994817
186,2.7387349941050987,2.5967015429952784,2.4566081041122314,1.5280082290785133,0.4769879495001745,0.1389610094340916,1.5121429480956785
187,1.4986485639015303,1.5405048516971571,1.015106445715244,1.5228698855445646,1.250408511140184,1.077754820477779,2.034214712090608
188,1.1786262593328676,1.3440031416882046,0.05410534011725243,1.5170892490688723,1.3092706069818127,0.843056367716857,1.7731788300931433
189,1.058617895119619,1.221189572932609,0.3744390419832496,1.5151623702436416,1.568674494469922,1.3124532732387006,1.6426608890944108
190,3.73880469588217,3.284457528026613,5.019277719040209,1.5055279761174878,0.2826061446278182,-0.09573744332683022,1.251107066098214
191,1.018615107048536,1.0001251491725371,-0.10606151081574618,1.4952512890495904,1.804807320811341,2.016548631521466,0.9900711841007493
192,1.4986485639015303,1.687881134203872,1.1752732966482426,1.4875437737486672,1.0539733773431197,0.843056367716857,1.9036967710918755
193,1.2986346235461161,1.7370065617061101,-0.4263952126817434,1.4650635207876417,0.7309162931890626,0.3736594621950134,2.686804417084269
194,1.4586457758304476,1.515942137946038,2.1362744022462343,1.4560714196032314,1.4420525441129293,1.077754820477779,1.3816250070969462
195,0.9386095309063703,1.221189572932609,0.05410534011725243,1.442583267826616,1.3838748912462029,0.843056367716857,1.6426608890944108
196,0.9386095309063703,1.0983760041770136,0.3744390419832496,1.442583267826616,1.6733942696300297,1.3124532732387006,1.3816250070969462
197,1.058617895119619,1.3440031416882046,0.21427219105025105,1.4245990654577956,1.2175552483448557,1.3124532732387006,1.3816250070969462
198,0.6585900144087904,0.8281861529147035,0.5346058929162483,1.422672186632565,2.301028477615772,1.7818501787605443,1.3816250070969462
199,1.4986485639015303,1.4422539966926808,0.5346058929162483,1.4213876007490776,1.148426507879687,1.3124532732387006,1.251107066098214
200,0.9786123189774533,1.1720641454303709,0.05410534011725243,1.4072571560307185,1.408514838342699,1.3124532732387006,1.7731788300931433
201,0.8586039547642047,1.1229387179281327,0.6947727438492468,1.3982650548463085,1.6480698795586313,1.3124532732387006,0.9900711841007493
202,2.2587015372521044,2.4001998329863254,1.6557738494472383,1.3828500242444624,0.388694805737731,0.6083579149559352,1.5121429480956785
203,3.45878517938459,2.916016821759827,2.4566081041122314,1.3828500242444624,0.1676197248441708,0.3736594621950134,0.4679994201058201
204,1.058617895119619,1.19662685918149,0.3744390419832496,1.3757848018852827,1.4009859656187695,1.5471517259996224,1.3816250070969462
205,1.3786401996882818,1.5896302791993955,0.05410534011725243,1.372573337176565,0.8342671823993648,0.6083579149559352,1.9036967710918755
206,2.418712689536436,2.449325260488564,2.4566081041122314,1.3616543571669237,0.4167569677087402,0.1389610094340916,1.3816250070969462
207,1.2986346235461161,1.3685658554393236,1.015106445715244,1.3603697712834366,1.2654662565880423,1.077754820477779,0.5985173611045524
208,1.6986625042569448,1.982633699217301,0.05410534011725243,1.3571583065747188,0.48041016437468786,0.1389610094340916,1.9036967710918755
209,1.2986346235461161,1.5896302791993955,0.5346058929162483,1.3545891348077443,0.8890226203915776,0.6083579149559352,1.5121429480956785
210,1.5786541400436962,1.6141929929505148,0.21427219105025105,1.341100983031129,0.7966228187797181,0.1389610094340916,2.4257685350868043
211,1.1786262593328676,1.3440031416882046,-0.10606151081574618,1.334678053613693,1.032755645121137,0.843056367716857,1.251107066098214
212,1.5786541400436962,1.5650675654482764,1.6557738494472383,1.333393467730206,1.092986626912571,0.6083579149559352,1.9036967710918755
213,1.018615107048536,1.2703150004348471,0.21427219105025105,1.3244013665457957,1.1792264417503069,1.3124532732387006,1.3816250070969462
214,1.1386234712617846,1.3440031416882046,-0.10606151081574618,1.3154092653613854,1.0074312550497382,1.077754820477779,1.6426608890944108
215,0.8986067428352875,1.0492505766747753,-0.10606151081574618,1.3121978006526673,1.4242570267654602,1.077754820477779,1.5121429480956785
216,1.6986625042569448,1.8598201304617057,0.6947727438492468,1.3083440430022057,0.6008721279575564,0.843056367716857,1.3816250070969462
217,0.9786123189774533,1.0001251491725371,0.6947727438492468,1.306417164176975,1.7356785803461718,1.077754820477779,1.5121429480956785
218,0.9786123189774533,1.3194404279370855,-0.10606151081574618,1.305132578293488,1.0238578864474022,1.077754820477779,0.8595532431020171
219,0.8186011666931219,0.9018742941680609,-0.10606151081574618,1.3044902853517444,1.6822920283037643,0.6083579149559352,2.034214712090608
220,0.9386095309063703,0.9018742941680609,0.21427219105025105,1.2967827700508212,1.770585172066208,1.7818501787605443,0.8595532431020171
221,2.8187405702472645,2.3510744054840873,2.937108656911227,1.2935713053421032,0.4687746338013425,0.1389610094340916,1.1205891250994817
222,0.8586039547642047,1.0246878629236562,-0.10606151081574618,1.2916444265168725,1.433154785439195,1.5471517259996224,0.7290353021032847
